"Index" "ECD.Open" "ECD.High" "ECD.Low" "ECD.Close" "ECD.Volume" "ECD.Adjusted"
2014-10-27 1.63 1.64 1.6 1.64 1100 1.64
2014-10-28 1.64 1.64 1.51 1.61 10400 1.61
2014-10-29 1.61 1.61 1.61 1.61 0 1.61
2014-10-30 1.61 1.64 1.45 1.51 21100 1.51
2014-10-31 1.51 1.64 1.51 1.64 0 1.64
2014-11-03 1.64 1.64 1.52 1.64 10000 1.64
2014-11-04 1.64 1.73 1.64 1.72 16700 1.72
2014-11-05 1.7 1.7 1.7 1.7 400 1.7
2014-11-06 1.72 1.72 1.64 1.7 1100 1.7
2014-11-07 1.7 1.7 1.7 1.7 300 1.7
2014-11-10 1.7 1.7 1.7 1.7 0 1.7
2014-11-11 1.7 1.7 1.7 1.7 0 1.7
2014-11-12 1.7 1.7 1.65 1.65 200 1.65
2014-11-13 1.7 1.7 1.68 1.7 0 1.7
2014-11-14 1.64 1.7 1.64 1.7 0 1.7
2014-11-17 1.7 1.83 1.7 1.83 6600 1.83
2014-11-18 1.81 1.81 1.8 1.8 1800 1.8
2014-11-19 1.83 1.9 1.76 1.81 3600 1.81
2014-11-20 1.82 1.83 1.8 1.8 4000 1.8
2014-11-21 1.8 1.8 1.78 1.8 200 1.8
2014-11-24 1.78 1.8 1.76 1.77 900 1.77
2014-11-25 1.8 1.82 1.79 1.82 1000 1.82
2014-11-26 1.83 1.83 1.8 1.8 600 1.8
2014-11-27 1.8 1.83 1.76 1.82 500 1.82
2014-11-28 1.84 1.84 1.76 1.83 700 1.83
2014-12-01 1.83 1.83 1.77 1.83 0 1.83
2014-12-02 1.76 1.83 1.76 1.83 300 1.83
2014-12-03 1.83 1.83 1.76 1.83 200 1.83
2014-12-04 1.83 1.83 1.83 1.83 0 1.83
2014-12-05 1.83 1.83 1.76 1.83 200 1.83
2014-12-08 1.83 1.83 1.8 1.82 200 1.82
2014-12-09 1.82 1.82 1.82 1.82 0 1.82
2014-12-10 1.82 1.82 1.76 1.82 1500 1.82
2014-12-11 1.75 1.82 1.75 1.82 200 1.82
2014-12-12 1.82 1.82 1.81 1.81 300 1.81
2014-12-15 1.82 1.82 1.76 1.76 900 1.76
2014-12-16 1.82 1.82 1.75 1.75 1600 1.75
2014-12-17 1.75 1.75 1.72 1.75 0 1.75
2014-12-18 1.75 1.75 1.75 1.75 500 1.75
2014-12-19 1.75 1.75 1.7 1.75 400 1.75
2014-12-22 1.7 1.7 1.61 1.7 600 1.7
2014-12-23 1.7 1.7 1.7 1.7 700 1.7
2014-12-24 1.7 1.7 1.7 1.7 0 1.7
2014-12-25 1.7 1.7 1.7 1.7 0 1.7
2014-12-26 1.7 1.7 1.7 1.7 0 1.7
2014-12-29 1.7 1.7 1.7 1.7 0 1.7
2014-12-30 1.7 1.7 1.7 1.7 0 1.7
2014-12-31 1.7 1.7 1.7 1.7 0 1.7
2015-01-01 1.7 1.7 1.7 1.7 0 1.7
2015-01-02 1.7 1.7 1.7 1.7 0 1.7
2015-01-05 1.65 1.7 1.61 1.7 100 1.7
2015-01-06 1.7 1.7 1.7 1.7 0 1.7
2015-01-07 1.7 1.7 1.7 1.7 0 1.7
2015-01-08 1.7 1.7 1.7 1.7 0 1.7
2015-01-09 1.7 1.7 1.68 1.68 400 1.68
2015-01-12 1.68 1.68 1.68 1.68 0 1.68
2015-01-13 1.71 1.71 1.66 1.66 300 1.66
2015-01-14 1.71 1.71 1.62 1.62 400 1.62
2015-01-15 1.66 1.66 1.58 1.58 600 1.58
2015-01-16 1.58 1.58 1.58 1.58 0 1.58
2015-01-19 1.59 1.63 1.59 1.63 0 1.63
2015-01-20 1.63 1.63 1.63 1.63 0 1.63
2015-01-21 1.61 1.66 1.61 1.66 1000 1.66
2015-01-22 1.66 1.66 1.66 1.66 0 1.66
2015-01-23 1.66 1.66 1.66 1.66 0 1.66
2015-01-26 1.66 1.66 1.66 1.66 0 1.66
2015-01-27 1.66 1.66 1.66 1.66 0 1.66
2015-01-28 1.66 1.66 1.66 1.66 0 1.66
2015-01-29 1.67 1.67 1.67 1.67 400 1.67
2015-01-30 1.67 1.67 1.67 1.67 0 1.67
2015-02-02 1.67 1.67 1.67 1.67 0 1.67
2015-02-03 1.6 1.64 1.6 1.64 500 1.64
2015-02-04 1.64 1.64 1.64 1.64 0 1.64
2015-02-05 1.64 1.65 1.64 1.65 900 1.65
2015-02-06 1.66 1.66 1.6 1.6 1000 1.6
2015-02-09 1.6 1.6 1.6 1.6 0 1.6
2015-02-10 1.61 1.61 1.61 1.61 300 1.61
2015-02-11 1.61 1.61 1.61 1.61 0 1.61
2015-02-12 1.61 1.61 1.61 1.61 0 1.61
2015-02-13 1.61 1.61 1.61 1.61 0 1.61
2015-02-16 1.6 1.65 1.6 1.65 300 1.65
2015-02-17 1.65 1.65 1.65 1.65 0 1.65
2015-02-18 1.65 1.65 1.65 1.65 0 1.65
2015-02-19 1.65 1.65 1.65 1.65 0 1.65
2015-02-20 1.6 1.65 1.6 1.65 1800 1.65
2015-02-23 1.58 1.61 1.53 1.53 3500 1.53
2015-02-24 1.54 1.54 1.53 1.53 200 1.53
2015-02-25 1.53 1.53 1.53 1.53 0 1.53
2015-02-26 1.56 1.56 1.49 1.49 600 1.49
2015-02-27 1.41 1.47 1.41 1.47 800 1.47
2015-03-02 1.6 1.79 1.6 1.79 26800 1.79
2015-03-03 1.8 2.26 1.8 2.26 19000 2.26
2015-03-04 2.3 2.5 2.3 2.43 26300 2.43
2015-03-05 2.5 2.55 2.42 2.45 16700 2.45
2015-03-06 2.45 2.5 2.26 2.27 15400 2.27
2015-03-09 2.25 2.3 2.06 2.3 12500 2.3
2015-03-10 2.21 2.25 2.21 2.25 3600 2.25
2015-03-11 2.25 2.28 2.23 2.28 1200 2.28
2015-03-12 2.3 2.3 2.28 2.28 3800 2.28
2015-03-13 2.35 2.49 2.35 2.49 2000 2.49
2015-03-16 2.4 2.51 2.4 2.45 5300 2.45
2015-03-17 2.5 2.5 2.5 2.5 900 2.5
2015-03-18 2.5 2.5 2.4 2.4 2600 2.4
2015-03-19 2.4 2.48 2.4 2.48 800 2.48
2015-03-20 2.38 2.75 2.37 2.75 19700 2.75
2015-03-23 2.79 2.91 2.5 2.51 4700 2.51
2015-03-24 2.5 2.51 2.5 2.51 2500 2.51
2015-03-25 2.6 2.7 2.6 2.7 100 2.7
2015-03-26 2.5 2.55 2.5 2.54 2900 2.54
2015-03-27 2.63 2.63 2.54 2.58 2100 2.58
2015-03-30 2.55 2.55 2.52 2.52 900 2.52
2015-03-31 2.5 2.5 2.46 2.46 1900 2.46
2015-04-01 2.46 2.46 2.45 2.45 300 2.45
2015-04-02 2.46 2.46 2.42 2.42 400 2.42
2015-04-03 2.42 2.42 2.42 2.42 0 2.42
2015-04-06 2.42 2.42 2.42 2.42 0 2.42
2015-04-07 2.42 2.42 2.42 2.42 100 2.42
2015-04-08 2.41 2.41 2.35 2.35 1000 2.35
2015-04-09 2.36 2.36 2.25 2.25 800 2.25
2015-04-10 2.25 2.25 2.25 2.25 400 2.25
2015-04-13 2.24 2.24 2.24 2.24 600 2.24
2015-04-14 2.26 2.29 2.26 2.26 700 2.26
2015-04-15 2.29 2.29 2.23 2.23 400 2.23
2015-04-16 2.23 2.23 2.23 2.23 0 2.23
2015-04-17 2.32 2.32 2.23 2.31 100 2.31
2015-04-20 2.32 2.32 2.32 2.32 0 2.32
2015-04-21 2.32 2.32 2.15 2.15 0 2.15
2015-04-22 2.3 2.3 2.29 2.29 0 2.29
2015-04-23 2.19 2.25 2.19 2.25 3400 2.25
2015-04-24 2.25 2.4 2.25 2.4 4400 2.4
2015-04-27 2.4 2.4 2.4 2.4 0 2.4
2015-04-28 2.21 2.4 2.21 2.4 4100 2.4
2015-04-29 2.4 2.6 2.4 2.6 1900 2.6
2015-04-30 2.42 2.6 2.42 2.6 1100 2.6
2015-05-01 2.6 2.6 2.6 2.6 0 2.6
2015-05-04 2.42 2.59 2.4 2.4 800 2.4
2015-05-05 2.42 2.43 2.42 2.43 600 2.43
2015-05-06 2.49 2.49 2.41 2.41 3000 2.41
2015-05-07 2.41 2.49 2.41 2.49 0 2.49
2015-05-08 2.48 2.48 2.48 2.48 0 2.48
2015-05-11 2.48 2.48 2.48 2.48 0 2.48
2015-05-12 2.48 2.48 2.48 2.48 0 2.48
2015-05-13 2.48 2.48 2.41 2.48 100 2.48
2015-05-14 2.48 2.49 2.28 2.42 11800 2.42
2015-05-15 2.42 2.42 2.42 2.42 0 2.42
2015-05-18 2.42 2.42 2.42 2.42 0 2.42
2015-05-19 2.35 2.35 2.35 2.35 0 2.35
2015-05-20 2.34 2.34 2.34 2.34 0 2.34
2015-05-21 2.34 2.34 2.34 2.34 200 2.34
2015-05-22 2.35 2.41 2.35 2.41 600 2.41
2015-05-25 2.38 2.38 2.35 2.35 0 2.35
2015-05-26 2.29 2.35 2.29 2.35 300 2.35
2015-05-27 2.35 2.35 2.35 2.35 200 2.35
2015-05-28 2.35 2.35 2.35 2.35 300 2.35
2015-05-29 2.35 2.35 2.29 2.29 2100 2.29
2015-06-01 2.29 2.29 2.29 2.29 0 2.29
2015-06-02 2.26 2.35 2.26 2.26 300 2.26
2015-06-03 2.26 2.26 2.26 2.26 300 2.26
2015-06-04 2.26 2.26 2.26 2.26 0 2.26
2015-06-05 2.2 2.2 2.18 2.18 200 2.18
2015-06-08 2.18 2.18 2.18 2.18 0 2.18
2015-06-09 2.18 2.18 2.18 2.18 0 2.18
2015-06-10 2.1 2.3 2.1 2.3 5500 2.3
2015-06-11 2.26 2.26 2.2 2.2 1700 2.2
2015-06-12 2.2 2.2 2.2 2.2 0 2.2
2015-06-15 2.19 2.19 2.19 2.19 0 2.19
2015-06-16 2.18 2.18 2.17 2.17 0 2.17
2015-06-17 2.17 2.2 2.14 2.2 3200 2.2
2015-06-18 2.2 2.2 2.2 2.2 0 2.2
2015-06-19 2.2 2.2 2.2 2.2 300 2.2
2015-06-22 2.2 2.2 2.14 2.14 2700 2.14
2015-06-23 2.14 2.14 2.14 2.14 0 2.14
2015-06-24 2.14 2.14 2.14 2.14 0 2.14
2015-06-25 2.1 2.1 2.1 2.1 100 2.1
2015-06-26 2.06 2.06 2.05 2.05 100 2.05
2015-06-29 2.05 2.11 2.04 2.11 500 2.11
2015-06-30 2 2.02 1.91 2.02 600 2.02
2015-07-01 1.95 1.96 1.95 1.96 2500 1.96
2015-07-02 1.96 1.96 1.96 1.96 0 1.96
2015-07-03 1.96 1.96 1.96 1.96 0 1.96
2015-07-06 1.95 1.95 1.85 1.85 2500 1.85
2015-07-07 1.84 1.87 1.7 1.7 9000 1.7
2015-07-08 1.72 1.88 1.72 1.88 100 1.88
2015-07-09 1.8 1.87 1.67 1.85 5300 1.85
2015-07-10 1.8 1.85 1.8 1.85 1500 1.85
2015-07-13 1.75 1.79 1.75 1.79 2700 1.79
2015-07-14 1.73 1.73 1.72 1.72 200 1.72
2015-07-15 1.71 1.71 1.71 1.71 0 1.71
2015-07-16 1.72 1.72 1.72 1.72 2800 1.72
2015-07-17 1.72 1.72 1.72 1.72 0 1.72
2015-07-20 1.72 1.72 1.72 1.72 0 1.72
2015-07-21 1.75 1.85 1.75 1.85 1000 1.85
2015-07-22 2.2 2.42 2.2 2.42 24800 2.42
2015-07-23 2.59 3.1 2.59 3.1 30000 3.1
2015-07-24 3.5 3.58 3 3.24 120800 3.24
2015-07-27 3.25 3.25 3 3.06 14500 3.06
2015-07-28 3 3.15 3 3.15 20200 3.15
2015-07-29 3.01 3.15 3 3.1 7200 3.1
2015-07-30 3.04 3.09 2.9 3.08 9800 3.08
2015-07-31 2.97 3.24 2.97 3.1 4900 3.1
2015-08-03 3.1 3.23 3.02 3.03 24000 3.03
2015-08-04 3.04 3.04 3 3.03 16300 3.03
2015-08-05 2.97 3 2.95 3 6700 3
2015-08-06 2.95 2.95 2.95 2.95 2200 2.95
2015-08-07 2.95 3.09 2.91 2.91 6000 2.91
2015-08-10 3.01 3.14 2.9 3.12 4000 3.12
2015-08-11 3.13 3.48 3.13 3.46 21400 3.46
2015-08-12 3.4 3.46 3.3 3.45 7000 3.45
2015-08-13 3.35 3.48 3.35 3.45 3200 3.45
2015-08-14 3.36 3.44 3.34 3.44 7700 3.44
2015-08-17 3.44 3.77 3.44 3.75 21800 3.75
2015-08-18 3.75 3.75 3.47 3.6 5500 3.6
2015-08-19 3.48 3.48 3.03 3.3 7000 3.3
2015-08-20 3.3 3.43 3.3 3.43 7900 3.43
2015-08-21 3.59 3.59 3.37 3.52 3700 3.52
2015-08-24 3.37 3.59 3.3 3.32 15300 3.32
2015-08-25 3.3 3.9 3.3 3.7 12900 3.7
2015-08-26 3.94 4.12 3.94 4.07 13300 4.07
2015-08-27 4 4.08 3.9 4.08 1200 4.08
2015-08-28 4.05 4.09 3.83 4.07 5700 4.07
2015-08-31 4.08 4.08 3.9 4.06 900 4.06
2015-09-01 4.06 4.06 4 4.03 17200 4.03
2015-09-02 4.03 4.03 3.95 4 5000 4
2015-09-03 4.02 4.03 3.95 4.03 2700 4.03
2015-09-04 4.03 4.03 4.03 4.03 0 4.03
2015-09-07 4.03 4.07 3.95 3.95 1000 3.95
2015-09-08 3.95 3.95 3.95 3.95 500 3.95
2015-09-09 3.95 4.05 3.95 4.05 400 4.05
2015-09-10 4.05 4.05 4 4.04 1000 4.04
2015-09-11 4.04 4.04 4.01 4.01 1700 4.01
2015-09-14 4.03 4.03 4.01 4.03 1300 4.03
2015-09-15 4.03 4.03 4.03 4.03 0 4.03
2015-09-16 3.95 4 3.95 4 4200 4
2015-09-17 3.93 4.01 3.92 4.01 1800 4.01
2015-09-18 4.03 4.03 3.95 4.03 500 4.03
2015-09-21 4.03 4.03 4.03 4.03 100 4.03
2015-09-22 4.03 4.03 3.83 4.03 200 4.03
2015-09-23 4.02 4.02 3.81 4.02 800 4.02
2015-09-24 4.02 4.02 3.83 3.83 100 3.83
2015-09-25 3.45 3.75 3.45 3.75 3400 3.75
2015-09-28 3.75 4 3.7 4 600 4
2015-09-29 4 4 4 4 0 4
2015-09-30 4 4 4 4 0 4
2015-10-01 3.9 3.97 3.9 3.97 400 3.97
2015-10-02 3.97 3.97 3.97 3.97 0 3.97
2015-10-05 3.96 3.96 3.65 3.95 300 3.95
2015-10-06 3.95 3.95 3.95 3.95 0 3.95
2015-10-07 3.95 3.95 3.95 3.95 0 3.95
2015-10-08 3.95 3.95 3.95 3.95 0 3.95
2015-10-09 3.94 3.95 3.94 3.95 300 3.95
2015-10-12 3.95 3.95 3.95 3.95 100 3.95
2015-10-13 3.95 3.95 3.95 3.95 200 3.95
2015-10-14 3.95 3.96 3.8 3.94 500 3.94
2015-10-15 3.96 3.96 3.96 3.96 0 3.96
2015-10-16 3.96 3.96 3.96 3.96 0 3.96
2015-10-19 3.96 3.96 3.96 3.96 0 3.96
2015-10-20 3.96 3.96 3.96 3.96 0 3.96
2015-10-21 3.96 3.96 3.96 3.96 0 3.96
2015-10-22 3.96 3.96 3.96 3.96 0 3.96
2015-10-23 3.96 3.96 3.96 3.96 0 3.96
2015-10-26 3.96 3.96 3.96 3.96 0 3.96
2015-10-27 3.96 3.96 3.96 3.96 0 3.96
2015-10-28 3.96 3.96 3.96 3.96 0 3.96
2015-10-29 3.96 3.96 3.96 3.96 0 3.96
2015-10-30 3.96 3.96 3.96 3.96 0 3.96
