"Index" "PW.Open" "PW.High" "PW.Low" "PW.Close" "PW.Volume" "PW.Adjusted"
2014-10-28 9.91 10.21 9.91 10.21 4300 10.21
2014-10-29 9.98 10 9.98 10 2100 10
2014-10-30 10 10.14 9.87 10.1 5000 10.1
2014-10-31 10 10.01 9.89 10 19500 10
2014-11-03 10 10.13 9.75 9.85 11900 9.85
2014-11-04 9.73 9.78 9.61 9.63 1000 9.63
2014-11-05 9.69 9.72 9.61 9.65 1300 9.65
2014-11-06 9.61 9.91 9.61 9.91 3800 9.91
2014-11-07 9.91 9.96 9.86 9.86 2400 9.86
2014-11-10 9.54 9.99 9.54 9.9 2900 9.9
2014-11-11 9.9 9.9 9.9 9.9 0 9.9
2014-11-12 9.75 9.9 9.75 9.9 3300 9.9
2014-11-13 9.6 9.88 9.6 9.88 700 9.88
2014-11-14 9.8 9.91 9.8 9.91 900 9.91
2014-11-17 9.89 9.9 9.8 9.8 1600 9.8
2014-11-18 9.85 9.85 9.85 9.85 400 9.85
2014-11-19 9.68 9.98 9.68 9.98 6300 9.98
2014-11-20 9.7 9.92 9.7 9.92 1000 9.92
2014-11-21 9.85 10.24 9.85 10.15 15300 10.15
2014-11-24 10.15 10.15 10.15 10.15 0 10.15
2014-11-25 10 10 9.99 10 1000 10
2014-11-26 9.9 10 9.76 9.99 7300 9.99
2014-11-28 9.8 9.8 9.8 9.8 100 9.8
2014-12-01 9.8 9.8 9.8 9.8 100 9.8
2014-12-02 9.62 9.74 9.51 9.64 1500 9.64
2014-12-03 9.46 9.59 9.46 9.59 1300 9.59
2014-12-04 9.59 9.59 9.59 9.59 0 9.59
2014-12-05 9.47 9.47 9.31 9.31 200 9.31
2014-12-08 9.29 9.29 9.08 9.08 1000 9.08
2014-12-09 8.95 8.95 8.67 8.89 3400 8.89
2014-12-10 8.71 8.82 8.5 8.69 4500 8.69
2014-12-11 8.48 8.59 8.42 8.48 1500 8.48
2014-12-12 8.57 8.75 8.53 8.65 5600 8.65
2014-12-15 8.6 8.6 8.41 8.42 5400 8.42
2014-12-16 8.56 9.15 8.45 8.7 8000 8.7
2014-12-17 8.6 8.88 8.6 8.88 700 8.88
2014-12-18 8.41 8.84 8.41 8.74 1400 8.74
2014-12-19 8.95 8.95 8.4 8.86 1200 8.86
2014-12-22 8.65 8.97 8.65 8.97 900 8.97
2014-12-23 8.97 8.97 8.8 8.8 1800 8.8
2014-12-24 8.8 8.8 8.68 8.68 300 8.68
2014-12-26 8.76 8.84 8.76 8.76 700 8.76
2014-12-29 8.65 9.14 8.28 8.5 30400 8.5
2014-12-30 8.35 8.48 8.35 8.36 800 8.36
2014-12-31 8.36 8.53 8.25 8.35 7300 8.35
2015-01-02 8.22 8.91 8.22 8.8 23000 8.8
2015-01-05 8.67 9.1 8.26 8.97 28000 8.97
2015-01-06 8.74 9.56 8.61 9.43 43600 9.43
2015-01-07 9.15 9.3 8.95 9 7700 9
2015-01-08 8.86 9.55 8.82 9.46 35400 9.46
2015-01-09 9.2 9.96 9.2 9.55 55100 9.55
2015-01-12 9.6 9.62 9.11 9.39 29400 9.39
2015-01-13 9.5 9.55 9.11 9.36 13800 9.36
2015-01-14 9.48 9.57 9.22 9.43 23500 9.43
2015-01-15 9.6 9.94 9.4 9.94 15400 9.94
2015-01-16 9.75 9.75 9.75 9.75 1100 9.75
2015-01-20 9.56 9.56 9 9.2 2700 9.2
2015-01-21 9.01 9.41 9.01 9.27 8500 9.27
2015-01-22 9.15 9.31 8.9 9.31 21200 9.31
2015-01-23 9.18 9.18 9.18 9.18 100 9.18
2015-01-26 9.25 9.25 8.95 8.95 1900 8.95
2015-01-27 8.73 8.99 8.71 8.99 9400 8.99
2015-01-28 8.87 8.87 8.71 8.8 19900 8.8
2015-01-29 8.65 9.08 8.51 8.71 33900 8.71
2015-01-30 8.7 9.62 8.7 9.58 57300 9.58
2015-02-02 9.54 9.68 9.2 9.59 49200 9.59
2015-02-03 9.5 9.75 9.41 9.45 33800 9.45
2015-02-04 9.45 9.6 9.35 9.58 27500 9.58
2015-02-05 9.56 9.6 9.25 9.46 25500 9.46
2015-02-06 9.45 9.51 9.36 9.36 14200 9.36
2015-02-09 9.42 9.48 9.25 9.29 16300 9.29
2015-02-10 9.3 9.43 9.24 9.28 6100 9.28
2015-02-11 9.28 9.45 9.24 9.27 11900 9.27
2015-02-12 9.47 9.47 9.26 9.28 13200 9.28
2015-02-13 9.34 9.34 9.05 9.09 9800 9.09
2015-02-17 9.16 9.16 8.78 9.02 12600 9.02
2015-02-18 8.93 9.13 8.93 9 3600 9
2015-02-19 9.1 9.1 9 9 700 9
2015-02-20 9.1 9.15 9 9 5800 9
2015-02-23 9 9 8.65 8.65 2700 8.65
2015-02-24 8.95 8.95 8.8 8.8 2700 8.8
2015-02-25 8.76 8.88 8.66 8.68 1900 8.68
2015-02-26 8.64 8.91 8.64 8.9 18500 8.9
2015-02-27 8.77 8.77 8.65 8.65 3000 8.65
2015-03-02 8.85 8.85 8.47 8.65 19100 8.65
2015-03-03 8.65 8.65 8.34 8.49 24500 8.49
2015-03-04 8.45 8.83 8.45 8.61 37100 8.61
2015-03-05 8.62 8.67 8.5 8.54 65400 8.54
2015-03-06 8.55 8.6 8.37 8.46 2300 8.46
2015-03-09 8.45 8.45 8.2 8.35 4000 8.35
2015-03-10 8.18 8.46 8.11 8.46 4300 8.46
2015-03-11 8.42 8.48 8.22 8.4 1400 8.4
2015-03-12 8.34 8.35 8.34 8.35 600 8.35
2015-03-13 8.47 8.47 8.24 8.41 1400 8.41
2015-03-16 8.4 8.4 8.12 8.25 1900 8.25
2015-03-17 8.25 8.25 8.25 8.25 0 8.25
2015-03-18 8.09 8.35 8.08 8.35 4400 8.35
2015-03-19 8.34 8.48 8.34 8.48 1200 8.48
2015-03-20 8.36 8.36 8.2 8.3 900 8.3
2015-03-23 8.5 8.5 8.21 8.43 2000 8.43
2015-03-24 8.43 8.49 7.8 8.33 28500 8.33
2015-03-25 8.31 9.1 8.25 8.9 35800 8.9
2015-03-26 8.9 9.08 8.82 8.9 41900 8.9
2015-03-27 8.87 9 8.87 9 16600 9
2015-03-30 9 9 8.68 8.86 6400 8.86
2015-03-31 8.9 8.9 8.65 8.65 3400 8.65
2015-04-01 8.82 8.83 8.28 8.82 8900 8.82
2015-04-02 8.75 8.96 8.75 8.96 1100 8.96
2015-04-06 8.9 9.2 8.61 9.2 27200 9.2
2015-04-07 9.06 9.19 8.75 9.07 18000 9.07
2015-04-08 8.85 9.07 8.85 9.07 3000 9.07
2015-04-09 9.07 9.07 9.07 9.07 0 9.07
2015-04-10 9.07 9.07 9.06 9.07 3300 9.07
2015-04-13 8.98 8.98 8.7 8.7 700 8.7
2015-04-14 8.7 9.45 8.7 9.26 6800 9.26
2015-04-15 9.22 9.22 9.03 9.03 2100 9.03
2015-04-16 9.16 9.16 8.78 8.86 3100 8.86
2015-04-17 8.8 9.07 8.8 9.04 3100 9.04
2015-04-20 9.1 9.1 9.06 9.07 500 9.07
2015-04-21 9.07 9.36 9.07 9.28 4400 9.28
2015-04-22 9.14 9.14 5.12 6.33 178500 6.33
2015-04-23 6.21 6.48 5.26 6.18 65400 6.18
2015-04-24 6.15 6.75 5.97 6.25 34000 6.25
2015-04-27 6.25 6.44 6.16 6.44 28700 6.44
2015-04-28 6.4 6.4 6.24 6.33 2400 6.33
2015-04-29 6.23 6.32 6.23 6.3 2000 6.3
2015-04-30 6.2 6.26 6.11 6.14 13300 6.14
2015-05-01 6.11 6.11 6.1 6.1 7600 6.1
2015-05-04 6.21 6.21 6.05 6.2 2900 6.2
2015-05-05 6.06 6.08 6.05 6.08 600 6.08
2015-05-06 5.87 6.05 5.87 6.03 4600 6.03
2015-05-07 5.97 6.1 5.97 5.99 6000 5.99
2015-05-08 6.02 6.12 6.01 6.03 3300 6.03
2015-05-11 5.95 6 5.63 5.77 3400 5.77
2015-05-12 5.66 5.66 5.6 5.6 2900 5.6
2015-05-13 5.7 5.7 5.6 5.65 2400 5.65
2015-05-14 5.37 5.64 5.26 5.64 13000 5.64
2015-05-15 5.63 5.89 5.49 5.64 3800 5.64
2015-05-18 5.6 5.6 5.55 5.55 1200 5.55
2015-05-19 5.55 5.55 5.35 5.4 9600 5.4
2015-05-20 5.41 5.41 5.32 5.4 1800 5.4
2015-05-21 5.3 5.35 5.29 5.35 6200 5.35
2015-05-22 5.18 5.51 5.18 5.5 2800 5.5
2015-05-26 5.37 5.37 5 5.16 7900 5.16
2015-05-27 5.17 5.17 5.15 5.16 400 5.16
2015-05-28 5.17 5.25 5.17 5.17 1300 5.17
2015-05-29 5.36 5.36 5.01 5.03 7400 5.03
2015-06-01 5.01 5.2 5.01 5.04 1500 5.04
2015-06-02 5.04 5.38 5.04 5.38 4200 5.38
2015-06-03 5.18 5.18 5 5.13 1800 5.13
2015-06-04 5.14 5.15 5.14 5.15 500 5.15
2015-06-05 5.1 5.1 5.1 5.1 500 5.1
2015-06-08 5.03 5.2 5 5.05 3900 5.05
2015-06-09 5.07 5.07 5 5 2100 5
2015-06-10 5.02 5.02 4.65 4.74 42300 4.74
2015-06-11 4.74 5.05 4.74 4.95 3600 4.95
2015-06-12 4.99 5.05 4.99 5.05 2900 5.05
2015-06-15 5.03 5.07 5.03 5.07 5600 5.07
2015-06-16 5.04 5.14 4.99 5.08 13400 5.08
2015-06-17 5.05 5.25 5.02 5.16 2800 5.16
2015-06-18 5.14 5.25 5.07 5.08 2500 5.08
2015-06-19 5.13 5.26 5.01 5.15 21300 5.15
2015-06-22 5.15 5.15 4.81 4.96 7500 4.96
2015-06-23 4.96 4.96 4.96 4.96 0 4.96
2015-06-24 5.1 5.22 5.1 5.22 600 5.22
2015-06-25 5.23 5.27 5 5.2 3900 5.2
2015-06-26 5.13 6.21 5.13 5.28 18400 5.28
2015-06-29 6.25 6.25 5.72 5.93 7900 5.93
2015-06-30 5.93 5.93 5.74 5.8 800 5.8
2015-07-01 5.78 5.85 5.78 5.78 800 5.78
2015-07-02 5.76 5.76 5.62 5.62 1200 5.62
2015-07-06 5.47 5.47 5.44 5.45 700 5.45
2015-07-07 5.32 5.35 5.25 5.35 4200 5.35
2015-07-08 5.35 5.35 5.35 5.35 0 5.35
2015-07-09 5.3 5.3 5.3 5.3 1500 5.3
2015-07-10 5.3 5.3 5.3 5.3 0 5.3
2015-07-13 5.15 5.15 5.15 5.15 200 5.15
2015-07-14 5.25 5.25 5.25 5.25 600 5.25
2015-07-15 5.14 5.14 5.11 5.11 400 5.11
2015-07-16 5.1 5.11 5.1 5.11 300 5.11
2015-07-17 5.11 5.16 5.11 5.16 300 5.16
2015-07-20 5.16 5.16 5.16 5.16 0 5.16
2015-07-21 5.16 5.16 5.16 5.16 0 5.16
2015-07-22 5.16 5.16 5.16 5.16 0 5.16
2015-07-23 5.04 5.09 4.81 4.88 3900 4.88
2015-07-24 4.88 4.88 4.88 4.88 0 4.88
2015-07-27 4.9 4.9 4.9 4.9 300 4.9
2015-07-28 4.9 4.9 4.9 4.9 0 4.9
2015-07-29 5 5.04 5 5.04 1400 5.04
2015-07-30 5 5 5 5 500 5
2015-07-31 5 5 4.77 4.85 3100 4.85
2015-08-03 4.83 4.9 4.81 4.81 2000 4.81
2015-08-04 4.81 4.81 4.81 4.81 0 4.81
2015-08-05 4.81 4.81 4.81 4.81 0 4.81
2015-08-06 4.74 4.83 4.74 4.83 500 4.83
2015-08-07 4.83 4.83 4.83 4.83 0 4.83
2015-08-10 5 5 5 5 700 5
2015-08-11 5 5 5 5 0 5
2015-08-12 4.85 4.85 4.68 4.8 14400 4.8
2015-08-13 4.9 4.93 4.9 4.9 2500 4.9
2015-08-14 4.76 4.76 4.68 4.68 1100 4.68
2015-08-17 4.79 4.8 4.79 4.8 300 4.8
2015-08-18 4.84 4.89 4.84 4.89 800 4.89
2015-08-19 4.79 4.79 4.64 4.78 2000 4.78
2015-08-20 4.81 4.81 4.81 4.81 100 4.81
2015-08-21 4.89 4.89 4.89 4.89 600 4.89
2015-08-24 4.97 4.97 4.74 4.9 1700 4.9
2015-08-25 4.84 4.84 4.74 4.74 2400 4.74
2015-08-26 4.84 4.84 4.61 4.67 4200 4.67
2015-08-27 4.75 4.86 4.72 4.8 1000 4.8
2015-08-28 4.86 4.94 4.82 4.92 4600 4.92
2015-08-31 4.76 4.77 4.18 4.6 23400 4.6
2015-09-01 4.65 4.88 4.65 4.88 1100 4.88
2015-09-02 4.76 4.76 4.75 4.75 600 4.75
2015-09-03 4.88 4.89 4.88 4.89 2000 4.89
2015-09-04 4.81 4.81 4.74 4.74 3500 4.74
2015-09-08 4.95 4.95 4.6 4.69 1400 4.69
2015-09-09 4.8 4.8 4.66 4.66 1000 4.66
2015-09-10 4.54 4.59 4.47 4.59 1200 4.59
2015-09-11 4.51 4.51 4.49 4.49 400 4.49
2015-09-14 4.45 4.45 4.4 4.4 700 4.4
2015-09-15 4.4 4.4 4.4 4.4 0 4.4
2015-09-16 4.35 4.6 4.35 4.53 1800 4.53
2015-09-17 4.62 4.64 4.52 4.54 1900 4.54
2015-09-18 4.7 4.74 4.5 4.7 1700 4.7
2015-09-21 4.56 4.56 4.37 4.37 1900 4.37
2015-09-22 4.24 4.24 4.24 4.24 200 4.24
2015-09-23 4.21 4.28 4.12 4.25 2100 4.25
2015-09-24 4.22 4.38 4.22 4.25 1300 4.25
2015-09-25 4.47 4.47 4.24 4.24 1200 4.24
2015-09-28 4.18 4.26 4.18 4.25 4600 4.25
2015-09-29 4.15 4.25 4.15 4.15 4800 4.15
2015-09-30 4.15 4.28 4.15 4.26 5700 4.26
2015-10-01 4.17 4.17 4.02 4.05 10800 4.05
2015-10-02 4.17 4.17 4.1 4.1 1600 4.1
2015-10-05 4.24 4.24 4.24 4.24 300 4.24
2015-10-06 4.14 4.21 4.13 4.13 600 4.13
2015-10-07 4.26 4.26 4.25 4.25 3100 4.25
2015-10-08 4.25 4.25 4.25 4.25 0 4.25
2015-10-09 4.17 4.26 4.17 4.26 1200 4.26
2015-10-12 4.26 4.26 4.26 4.26 0 4.26
2015-10-13 4.23 4.24 4.23 4.24 200 4.24
2015-10-14 4.21 4.46 4.21 4.46 4400 4.46
2015-10-15 4.4 4.4 4.4 4.4 1000 4.4
2015-10-16 4.39 4.6 4.39 4.6 2100 4.6
2015-10-19 4.6 4.6 4.6 4.6 0 4.6
2015-10-20 4.55 4.56 4.55 4.56 200 4.56
2015-10-21 4.51 4.57 4.44 4.57 2200 4.57
2015-10-22 4.73 4.74 4.35 4.35 1400 4.35
2015-10-23 4.44 4.54 4.42 4.42 700 4.42
2015-10-26 4.53 4.67 4.52 4.66 1700 4.66
2015-10-27 4.7 4.7 4.52 4.63 2500 4.63
2015-10-28 4.54 4.55 4.34 4.54 3900 4.54
2015-10-29 4.55 4.55 4.54 4.55 400 4.55
2015-10-30 4.47 4.47 4.47 4.47 300 4.47
